,id,reviewContent,createDate,reviewScore
1838,3333901341,배송 하루만에오고 저렴하게 잘샀어요,2021-12-28T06:00:35.010+0000,5
1839,3336776770,명불허전 유산균의 원탑,2022-01-01T02:29:01.890+0000,5
1840,3350923376,총알배송 감사합니다 번창하세요,2022-01-20T08:31:32.804+0000,5
1841,3334699381,배송 빠르고 가성비있게 잘 샀네요,2021-12-29T05:54:44.507+0000,5
1842,3334884553,정말 배송도 빠르고 먹기도 편하고 좋습니다,2021-12-29T09:46:09.462+0000,5
1843,3352560316,늘 사고 있는 상품,2022-01-22T11:36:06.750+0000,4
1844,3353120677,좋아요 아주 좋아요,2022-01-23T10:19:27.379+0000,5
1845,3349022829,몇년동안 먹고있는 유산균입니다 좋아요,2022-01-18T02:07:10.172+0000,5
1846,3333252309,먹기에도 편하고 배송도 빨라서 아주 좋아요,2021-12-27T06:33:47.586+0000,5
1847,3348403058,좋은 제품 빨리 배송 해 주셔서 감사 합니다,2022-01-17T02:47:18.426+0000,4
1848,3333304757,배송 엄청 빠르네요 꾸준히 먹는 제품이에요,2021-12-27T07:47:03.151+0000,5
1849,3340897181,항상먹는 유산균 이번에 저렴하게 구매할수 있어서 넘좋아요포장도 꼼꼼하게 오고 좋아요,2022-01-06T22:58:22.001+0000,5
1850,3336868398,배송 빠르고 좋아영,2022-01-01T05:11:58.789+0000,5
1851,3342623499,엄마가 드시려고 구매했어요 초초빠른 배송 아주 맘에 듭니다,2022-01-09T05:53:45.138+0000,5
1852,3347372254,배송 엄청 빠르고 늘 먹던거라 상품도 마음에 듭니다,2022-01-15T09:32:11.361+0000,5
1853,3349395278,저렴한 가격으로 잘 구매했습니다,2022-01-18T10:23:58.525+0000,5
1854,3350943484,멍절 선물로 재구매합니다,2022-01-20T08:57:47.947+0000,5
1855,3338094847,항상 먹을때마다 다른 것보다 맛도 좋고 먹가도 편해서 애용합니다 양이 조금 더 많았으면 하지만 좋아요,2022-01-03T08:17:16.182+0000,5
1856,3351939649,빨리 잘 받았습니다,2022-01-21T13:14:27.685+0000,5
1857,3349790754,먹기 간편하고 원래 먹던거라 좋앙,2022-01-19T01:03:38.350+0000,4
1858,3349620281,평소에 먹던 제품입니다 좋앙노,2022-01-18T14:14:32.502+0000,4
1859,3348981715,좋아요재구매 하구잇어요,2022-01-18T01:20:17.640+0000,5
1860,3328764015,시간도 안되서 받아봤어요 배송 짱빨라요 감사합니다 잘 먹을게요,2021-12-21T00:29:24.203+0000,5
1861,3345391115,빠르고 조아요 쟁겨놓고온가족이 먹어요,2022-01-13T00:36:13.916+0000,5
1862,3327994511,엄마가되게좋아하시는걸로봐서 효과가 좋은가봐요선물하기좋네요,2021-12-19T16:30:09.855+0000,5
1863,3347847758,배송도 빠르고 다른곳 보다 싸게 잘 구입했어요,2022-01-16T05:09:22.532+0000,5
1864,3349067550,부모님 선물해드렸는데 좋아하세요,2022-01-18T03:07:15.078+0000,5
1865,3347286322,온가족이 꾸준히 먹고 있는 최고의 유산균 효과도 짱  ,2022-01-15T07:21:31.494+0000,5
1866,3340996773,온가족이 꾸준히 먹고 있는데 할인해서 저렴하게 잘 구매했습니다 또 구매하러올께여,2022-01-07T01:35:01.647+0000,5
1867,3340130988,포장도 환경 생각해서 종이테이프로 해주시고좋았습니다 저렴한 가격에 잘 샀습니다,2022-01-06T01:09:26.755+0000,5
1868,3344435616,아이도 잘 먹어요 온가족유산균 최고에요,2022-01-11T14:52:24.359+0000,5
1869,3335830504,재구매  매우 만족합니다,2021-12-30T12:42:33.561+0000,5
1870,3347243021,착한 가격빠른 배송 좋아요,2022-01-15T06:21:12.197+0000,5
1871,3348610034,늘 먹던거 저렴하게 잘주문했습니다,2022-01-17T07:44:34.721+0000,5
1872,3334862512,맛도 좋구 막기 편해요 포장도 맘에들구,2021-12-29T09:17:13.244+0000,3
1873,3347668675,늘 먹던 유산균을 저렴하게 구입해서 좋습니다,2022-01-16T00:36:12.684+0000,4
1874,3328055165,항상먹던거에요 마침떨어져가는데 핫딜떠서 냉큼샀어요  ,2021-12-20T00:06:31.939+0000,5
1875,3352879866,선물용으로 좋습니다 ,2022-01-23T02:49:34.840+0000,5
1876,3348985049,간편하게섭취할수있어좋아요,2022-01-18T01:24:19.887+0000,5
1877,3333539255,노란색은 처음이라열심히 챙겨먹을께요,2021-12-27T13:23:41.726+0000,5
1878,3348922042,엄마 늘 드시는거라 주문합니다,2022-01-17T23:29:33.851+0000,4
1879,3324122919,역시 배송 총알배송입니다 어제 라이브 때 구매해서 오늘 낮에 받았어요 항상 먹는 제품이라 또 사러 올게요,2021-12-14T11:20:26.436+0000,5
1880,3351974348,정말 너무 좋습니다,2022-01-21T14:07:25.422+0000,5
1881,3330378601,행사해서 저렴하게 구매하고 네이버 포인트도 많이 받아서 좋아요,2021-12-22T23:44:55.113+0000,5
1882,3349223016,늘 먹던 제품 아주 맘에 듭니닷,2022-01-18T06:53:14.978+0000,5
1883,3329119002,늘아침마다 챙겨먹습니다 먹기도 간단하고 맛도 좋아요  다 먹고 추가주문할꺼예요,2021-12-21T08:20:29.058+0000,5
1884,3332648338,배송도 빠르고 유통기한도 넉넉해서 만족스럽습니다,2021-12-26T08:26:28.395+0000,5
1885,3335047036,아주맛있고 좋아여 또 주문할께여,2021-12-29T12:52:47.936+0000,5
1886,3349056961,만족합니다 기한내 잘 왔어요,2022-01-18T02:51:14.785+0000,5
1887,3356188205,맛있어요,2022-01-27T14:20:18.072+0000,5
